"Number","Player","Team","GP","MIN","PTS","FGM","FGA","FG","3PM","3PA","3P","FTM","FTA","FT","ORB","DRB","REB","AST","STL","BLK","TOV","PF","Score","AVG","SearchKey"
"377","Justin Champagnie","WAS","1","3.9","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","3","3","3",
"378","Lester Quinones","PHI","1","2.7","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","2","2",
"379","Vlatko Cancar","DEN","1","1.6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1",
"380","Trey Alexander","DEN","1","1.6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1",
"381","Aaron Holiday","HOU","1","2.2","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1",
"382","Torrey Craig","CHI","1","3.4","0","0","1","0","0","1","0","0","0","0","0","2","2","0","0","0","0","1","2","2",
"383","Wendell Moore Jr","DET","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"384","Paul Reed Jr","DET","1","6.6","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","2","0","-2","-2",
"385","Jeff Dowtin","PHI","1","2.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"386","Kessler Edwards","DAL","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"387","Colby Jones","SAC","2","6.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","-2","-1",
"388","Tyrese Martin","BRK","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"389","Hunter Tyson","DEN","1","1.6","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1",
"390","Olivier-Maxence Prosper","DAL","3","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",
"391","Dillon Jones","OKC","4","9.7","0","0","2","0","0","1","0","0","0","0","0","2","2","0","1","0","1","1","0","0",
"392","Daniss Jenkins","DET","1","1.5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"393","Jacob Toppin","NYK","2","4.9","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"394","Brandon Williams","DAL","1","1.1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"395","Zeke Nnaji","DEN","1","1.6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"396","Jalen Pickett","DEN","1","1.6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"397","Trevelin Queen","ORL","1","3.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","-2",
"398","Jazian Gortman","DAL","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","-2",
"399","Johnny Juzang","UTA","1","7.3","0","0","2","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0",
"400","Cam Reddish","LAL","1","9.2","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","-1","-1",
"401","Dariq Whitehead","BRK","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","-3","-3",
"402","Kelel Ware","MIA","1","6.3","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","-1","-1",
"403","Reggie Jackson","PHI","1","3.4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","-2",
"404","Isaac Jones","SAC","2","4.9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0",
"405","Tristan Da Silva","ORL","1","5.4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","-2","-2",
"406","Johnny Furphy","IND","1","5","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"407","Yuki Kawamura","MEM","3","6.9","0","0","3","0","0","3","0","0","0","0","0","0","0","1","0","0","1","0","-1","0",
"408","Jordan McLaughlin","SAC","3","11.9","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","2","3","-2","-1",
"409","Alex Ducas","OKC","4","7.3","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"410","JD Davison","BOS","1","8.1","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","3","1","-4","-4",
"411","Antonio Reeves","NOP","2","4.7","0","0","6","0","0","4","0","0","0","0","0","1","1","0","0","0","1","0","-1","0",
